2011 super output area - lower layer,mnemonic,All categories: Method of travel to work,Bicycle,On foot,per_Bicycle,per_Walk
Bromley 028D,E01000812,1136,8,70,0.007532957,0.065913371
Bromley 028E,E01000814,1156,8,37,0.007532957,0.034839925
Bromley 029A,E01000723,914,8,32,0.007532957,0.030131827
Bromley 029B,E01000726,947,3,44,0.002824859,0.041431262
Bromley 029C,E01000787,1000,8,45,0.007532957,0.042372881
Bromley 029D,E01000788,1122,2,74,0.001883239,0.069679849
Bromley 029E,E01000791,991,2,48,0.001883239,0.04519774
Bromley 030A,E01000832,1056,13,45,0.012241055,0.042372881
Bromley 030B,E01000835,1119,15,77,0.014124294,0.072504708
Bromley 030C,E01000836,983,8,26,0.007532957,0.024482109
Bromley 030D,E01000837,1017,13,47,0.012241055,0.044256121
Bromley 030E,E01000838,982,4,38,0.003766478,0.035781544
Bromley 030F,E01000839,1106,7,36,0.006591337,0.033898305
Bromley 030G,E01000840,1048,13,32,0.012241055,0.030131827
Bromley 030H,E01000841,1108,5,50,0.004708098,0.047080979
Bromley 031A,E01000753,1186,8,49,0.007532957,0.04613936
Bromley 031B,E01000754,1165,9,47,0.008474576,0.044256121
Bromley 031C,E01000755,1027,6,36,0.005649718,0.033898305
Bromley 031D,E01000757,1097,7,42,0.006591337,0.039548023
Bromley 031E,E01000758,1037,13,43,0.012241055,0.040489642
Bromley 032A,E01000786,986,5,16,0.004708098,0.015065913
Bromley 032B,E01000789,1121,18,75,0.016949153,0.070621469
Bromley 032C,E01000792,773,2,25,0.001883239,0.02354049
Bromley 032D,E01000793,1131,12,46,0.011299435,0.043314501
Bromley 032E,E01000795,984,7,37,0.006591337,0.034839925
Bromley 033A,E01000665,1296,10,53,0.009416196,0.049905838
Bromley 033B,E01000666,1304,17,22,0.016007533,0.020715631
Bromley 033C,E01000667,1118,9,32,0.008474576,0.030131827
Bromley 033D,E01000756,1094,6,50,0.005649718,0.047080979
Bromley 034A,E01000759,1113,13,34,0.012241055,0.032015066
Bromley 034B,E01000760,1029,7,50,0.006591337,0.047080979
Bromley 034C,E01000761,1131,15,32,0.014124294,0.030131827
Bromley 034D,E01000765,1221,12,56,0.011299435,0.052730697
Bromley 034E,E01000768,1116,12,42,0.011299435,0.039548023
Bromley 035A,E01000681,1221,11,57,0.010357815,0.053672316
Bromley 035B,E01000682,1035,3,55,0.002824859,0.051789077
Bromley 035C,E01000683,1170,10,55,0.009416196,0.051789077
Bromley 035D,E01000684,1456,9,38,0.008474576,0.035781544
Bromley 035E,E01000794,1124,5,33,0.004708098,0.031073446
Bromley 036A,E01000749,1132,9,29,0.008474576,0.027306968
Bromley 036B,E01000750,1088,8,61,0.007532957,0.057438795
Bromley 036C,E01000751,1368,11,119,0.010357815,0.112052731
Bromley 036D,E01000752,1050,4,42,0.003766478,0.039548023
Bromley 037A,E01000680,1192,6,29,0.005649718,0.027306968
Bromley 037B,E01000685,1107,7,42,0.006591337,0.039548023
Bromley 037C,E01000686,1069,5,41,0.004708098,0.038606403
Bromley 037D,E01000687,1161,12,53,0.011299435,0.049905838
Bromley 037E,E01000688,985,6,20,0.005649718,0.018832392
Bromley 039A,E01000654,959,5,19,0.004708098,0.017890772
Bromley 039B,E01000655,979,0,14,0,0.013182674
Bromley 039C,E01000656,1070,2,36,0.001883239,0.033898305
Bromley 039D,E01000657,1171,7,43,0.006591337,0.040489642
Bromley 039E,E01000659,1112,3,28,0.002824859,0.026365348
Bromley 040A,E01000816,1102,15,39,0.014124294,0.036723164
Bromley 040B,E01000818,1072,18,33,0.016949153,0.031073446
Bromley 040C,E01000819,1183,8,65,0.007532957,0.061205273
Bromley 040D,E01032562,1021,11,50,0.010357815,0.047080979
Bromley 040E,E01032563,1002,5,29,0.004708098,0.027306968
Bromley 041A,E01000707,1009,27,48,0.025423729,0.04519774
Bromley 041B,E01000708,1107,15,51,0.014124294,0.048022599
Bromley 041C,E01000771,1188,12,72,0.011299435,0.06779661
Bromley 041D,E01000774,1062,14,46,0.013182674,0.043314501
Bromley 041E,E01032568,1059,15,43,0.014124294,0.040489642
Bromley 042A,E01000658,1006,6,51,0.005649718,0.048022599
Bromley 042B,E01000747,1374,8,33,0.007532957,0.031073446
Bromley 042C,E01000748,1190,4,41,0.003766478,0.038606403
Bromley 042D,E01032570,1124,5,57,0.004708098,0.053672316
Croydon 001A,E01001137,1340,36,49,0.033898305,0.04613936
Croydon 001B,E01001138,1180,28,34,0.026365348,0.032015066
Croydon 001C,E01001156,1183,24,30,0.02259887,0.028248588
Croydon 001D,E01001162,1261,28,36,0.026365348,0.033898305
Croydon 001E,E01001164,1550,45,73,0.042372881,0.06873823
Croydon 002A,E01001084,1314,24,32,0.02259887,0.030131827
Croydon 002B,E01001157,1259,22,32,0.020715631,0.030131827
Croydon 002C,E01001159,1339,17,35,0.016007533,0.032956685
Croydon 002D,E01001160,1437,14,35,0.013182674,0.032956685
Croydon 002E,E01001163,1417,26,43,0.024482109,0.040489642
Croydon 003A,E01001083,1158,12,34,0.011299435,0.032015066
Croydon 003B,E01001086,1317,8,41,0.007532957,0.038606403
Croydon 003C,E01001087,1692,16,53,0.015065913,0.049905838
Croydon 003D,E01001161,1327,6,52,0.005649718,0.048964218
Croydon 004A,E01001085,1138,6,35,0.005649718,0.032956685
Croydon 004B,E01001088,1205,20,28,0.018832392,0.026365348
Croydon 004C,E01001089,1293,13,40,0.012241055,0.037664783
Croydon 004D,E01001090,1629,20,60,0.018832392,0.056497175
Croydon 004E,E01001091,1187,16,30,0.015065913,0.028248588
Croydon 005A,E01001147,1105,12,36,0.011299435,0.033898305
Croydon 005B,E01001148,1158,10,43,0.009416196,0.040489642
Croydon 005C,E01001151,1138,4,41,0.003766478,0.038606403
Croydon 005D,E01001152,1176,6,52,0.005649718,0.048964218
Croydon 005E,E01001158,1141,25,39,0.02354049,0.036723164
Croydon 006A,E01001146,1190,13,43,0.012241055,0.040489642
Croydon 006B,E01001149,1102,19,30,0.017890772,0.028248588
Croydon 006C,E01001150,1186,9,30,0.008474576,0.028248588
Croydon 006D,E01001153,1160,9,50,0.008474576,0.047080979
Croydon 006E,E01001154,1353,11,66,0.010357815,0.062146893
Croydon 007A,E01001136,1401,7,52,0.006591337,0.048964218
Croydon 007B,E01001139,1196,16,33,0.015065913,0.031073446
Croydon 007C,E01001140,1211,19,34,0.017890772,0.032015066
Croydon 007D,E01001142,1119,17,32,0.016007533,0.030131827
Croydon 007E,E01001144,1250,17,40,0.016007533,0.037664783
Croydon 008A,E01001141,909,6,29,0.005649718,0.027306968
Croydon 008B,E01001143,1371,8,52,0.007532957,0.048964218
Croydon 008C,E01001145,1210,7,56,0.006591337,0.052730697
Croydon 008D,E01001191,1319,11,56,0.010357815,0.052730697
Croydon 008E,E01001192,1155,7,32,0.006591337,0.030131827
Croydon 009A,E01000994,1153,18,37,0.016949153,0.034839925
Croydon 009B,E01000995,1137,9,57,0.008474576,0.053672316
Croydon 009C,E01000996,949,8,43,0.007532957,0.040489642
Croydon 009D,E01000997,1005,9,45,0.008474576,0.042372881
Croydon 009E,E01000999,1016,5,50,0.004708098,0.047080979
Croydon 009F,E01001002,969,6,52,0.005649718,0.048964218
Croydon 010A,E01000998,1170,5,47,0.004708098,0.044256121
Croydon 010B,E01001000,945,9,63,0.008474576,0.059322034
Croydon 010C,E01001003,1081,5,92,0.004708098,0.086629002
Croydon 010D,E01001111,1166,10,59,0.009416196,0.055555556
Croydon 010E,E01001155,1169,6,39,0.005649718,0.036723164
Croydon 011A,E01001174,1146,7,56,0.006591337,0.052730697
Croydon 011B,E01001175,1093,8,70,0.007532957,0.065913371
Croydon 011C,E01001176,1321,11,66,0.010357815,0.062146893
Croydon 011D,E01001182,1009,8,57,0.007532957,0.053672316
Croydon 011E,E01001183,1168,9,70,0.008474576,0.065913371
Croydon 011F,E01001184,995,11,47,0.010357815,0.044256121
Croydon 013A,E01001001,861,8,35,0.007532957,0.032956685
Croydon 013B,E01001109,1367,9,104,0.008474576,0.097928437
Croydon 013C,E01001112,1215,12,51,0.011299435,0.048022599
Croydon 013D,E01001113,1299,18,67,0.016949153,0.063088512
Croydon 013E,E01001114,961,7,48,0.006591337,0.04519774
Croydon 013F,E01001116,973,6,67,0.005649718,0.063088512
Croydon 014A,E01000992,1370,14,54,0.013182674,0.050847458
Croydon 014B,E01001185,1231,20,57,0.018832392,0.053672316
Croydon 014C,E01001186,1280,8,43,0.007532957,0.040489642
Croydon 014D,E01001188,1306,9,52,0.008474576,0.048964218
Croydon 014E,E01001193,1225,14,68,0.013182674,0.064030132
Croydon 015A,E01001004,1470,15,106,0.014124294,0.099811676
Croydon 015B,E01001115,1172,9,105,0.008474576,0.098870056
Croydon 015C,E01001117,2028,20,209,0.018832392,0.196798493
Croydon 015D,E01001178,959,6,65,0.005649718,0.061205273
Croydon 015E,E01001181,1290,18,126,0.016949153,0.118644068
Croydon 016A,E01001006,1045,9,60,0.008474576,0.056497175
Croydon 016B,E01001007,1396,8,80,0.007532957,0.075329567
Croydon 016C,E01001177,1132,7,45,0.006591337,0.042372881
Croydon 016D,E01001179,1071,9,77,0.008474576,0.072504708
Croydon 016E,E01001180,1205,10,92,0.009416196,0.086629002
Croydon 017A,E01000980,1045,13,73,0.012241055,0.06873823
Croydon 017B,E01000981,1187,13,89,0.012241055,0.083804143
Croydon 017C,E01000982,1213,15,110,0.014124294,0.103578154
Croydon 017D,E01000983,1311,9,98,0.008474576,0.092278719
Croydon 017E,E01001187,1430,9,75,0.008474576,0.070621469
Croydon 018A,E01000989,1235,11,39,0.010357815,0.036723164
Croydon 018B,E01000991,1212,6,23,0.005649718,0.02165725
Croydon 018C,E01001131,1127,8,27,0.007532957,0.025423729
Croydon 018D,E01001132,1111,6,41,0.005649718,0.038606403
Croydon 018E,E01001134,1234,14,35,0.013182674,0.032956685
Croydon 019A,E01001005,1172,7,149,0.006591337,0.140301318
Croydon 019B,E01001008,1110,6,97,0.005649718,0.0913371
Croydon 019C,E01001009,1262,13,117,0.012241055,0.110169492
Croydon 019D,E01001010,1040,11,123,0.010357815,0.115819209
Croydon 019E,E01001011,1409,12,139,0.011299435,0.130885122
Croydon 020A,E01001012,1440,12,152,0.011299435,0.143126177
Croydon 020B,E01001013,1445,6,152,0.005649718,0.143126177
Croydon 020C,E01001048,1471,6,166,0.005649718,0.156308851
Croydon 020D,E01001110,1335,11,157,0.010357815,0.147834275
Croydon 020E,E01001118,1354,9,104,0.008474576,0.097928437
Croydon 021A,E01000985,1085,5,51,0.004708098,0.048022599
Croydon 021B,E01000986,1262,16,62,0.015065913,0.058380414
Croydon 021C,E01000987,1088,4,80,0.003766478,0.075329567
Croydon 021D,E01000993,1194,5,71,0.004708098,0.066854991
Croydon 022A,E01000975,1287,8,129,0.007532957,0.121468927
Croydon 022B,E01000976,1452,11,140,0.010357815,0.131826742
Croydon 022C,E01000977,1350,18,79,0.016949153,0.074387947
Croydon 022D,E01000978,1424,16,111,0.015065913,0.104519774
Croydon 022E,E01000979,1348,9,116,0.008474576,0.109227872
Croydon 022F,E01000984,1325,18,130,0.016949153,0.122410546
Croydon 023A,E01001044,1392,6,113,0.005649718,0.106403013
Croydon 023B,E01001046,1310,7,95,0.006591337,0.089453861
Croydon 023C,E01001049,1058,5,32,0.004708098,0.030131827
Croydon 023D,E01001050,1123,4,74,0.003766478,0.069679849
Croydon 024A,E01001014,1952,21,193,0.019774011,0.18173258
Croydon 024B,E01001042,1417,12,174,0.011299435,0.163841808
Croydon 024C,E01001165,1238,14,113,0.013182674,0.106403013
Croydon 024D,E01001166,1328,17,164,0.016007533,0.154425612
Croydon 024E,E01001168,1318,21,128,0.019774011,0.120527307
Croydon 025A,E01001127,1210,11,28,0.010357815,0.026365348
Croydon 025B,E01001128,1071,2,30,0.001883239,0.028248588
Croydon 025C,E01001130,1053,4,26,0.003766478,0.024482109
Croydon 025D,E01001135,1211,11,44,0.010357815,0.041431262
Croydon 026A,E01001062,1156,5,33,0.004708098,0.031073446
Croydon 026B,E01001063,1167,15,45,0.014124294,0.042372881
Croydon 026C,E01001064,1173,2,27,0.001883239,0.025423729
Croydon 026D,E01001129,1092,7,24,0.006591337,0.02259887
Croydon 026E,E01001133,1053,8,28,0.007532957,0.026365348
Croydon 027A,E01001035,1399,14,119,0.013182674,0.112052731
Croydon 027B,E01001043,2052,18,255,0.016949153,0.240112994
Croydon 027C,E01001045,1457,11,201,0.010357815,0.189265537
Croydon 027D,E01001047,1352,10,171,0.009416196,0.161016949
Croydon 027E,E01001170,1496,13,181,0.012241055,0.170433145
Croydon 028A,E01001167,1599,14,123,0.013182674,0.115819209
Croydon 028B,E01001169,1142,8,99,0.007532957,0.093220339
Croydon 028C,E01001171,1124,10,105,0.009416196,0.098870056
Croydon 028D,E01001172,1198,9,80,0.008474576,0.075329567
Croydon 028E,E01001173,1856,10,104,0.009416196,0.097928437
Croydon 029A,E01001036,1114,7,47,0.006591337,0.044256121
Croydon 029B,E01001037,1033,8,90,0.007532957,0.084745763
Croydon 029C,E01001038,1488,25,108,0.02354049,0.101694915
Croydon 029D,E01001039,1091,8,45,0.007532957,0.042372881
Croydon 029E,E01001040,1287,22,83,0.020715631,0.078154426
Croydon 030A,E01001051,996,4,38,0.003766478,0.035781544
Croydon 030B,E01001052,918,0,34,0,0.032015066
Croydon 030C,E01001054,1171,3,45,0.002824859,0.042372881
Croydon 030D,E01001056,1093,2,30,0.001883239,0.028248588
Croydon 030E,E01001057,1085,1,31,0.00094162,0.029190207
Croydon 031A,E01001033,1180,6,50,0.005649718,0.047080979
Croydon 031B,E01001034,1184,10,60,0.009416196,0.056497175
Croydon 031C,E01001041,1203,10,79,0.009416196,0.074387947
Croydon 031D,E01001095,1112,15,42,0.014124294,0.039548023
Croydon 031E,E01001100,1093,7,23,0.006591337,0.02165725
Croydon 032A,E01001053,1022,2,50,0.001883239,0.047080979
Croydon 032B,E01001055,1098,2,40,0.001883239,0.037664783
Croydon 032C,E01001077,1032,1,33,0.00094162,0.031073446
Croydon 032D,E01001078,966,1,41,0.00094162,0.038606403
Croydon 032E,E01001082,1102,1,53,0.00094162,0.049905838
Croydon 033A,E01001120,931,5,35,0.004708098,0.032956685
Croydon 033B,E01001122,1205,9,65,0.008474576,0.061205273
Croydon 033C,E01001123,1068,3,26,0.002824859,0.024482109
Croydon 033D,E01001124,1159,6,19,0.005649718,0.017890772
Croydon 033E,E01001125,1254,6,58,0.005649718,0.054613936
Croydon 034A,E01001058,941,4,17,0.003766478,0.016007533
Croydon 034B,E01001059,1086,8,16,0.007532957,0.015065913
Croydon 034C,E01001060,1152,0,20,0,0.018832392
Croydon 034D,E01001061,1124,3,28,0.002824859,0.026365348
Croydon 034E,E01001065,1026,5,26,0.004708098,0.024482109
Croydon 034F,E01001066,910,0,21,0,0.019774011
Croydon 034G,E01001119,1135,5,38,0.004708098,0.035781544
Croydon 034H,E01001126,1061,3,36,0.002824859,0.033898305
Croydon 035A,E01001032,968,4,36,0.003766478,0.033898305
Croydon 035B,E01001101,1035,2,17,0.001883239,0.016007533
Croydon 035C,E01001102,996,8,34,0.007532957,0.032015066
Croydon 035D,E01001107,1213,4,27,0.003766478,0.025423729
Croydon 035E,E01001108,1235,11,25,0.010357815,0.02354049
Croydon 036A,E01001076,1086,0,77,0,0.072504708
Croydon 036B,E01001079,1113,1,47,0.00094162,0.044256121
Croydon 036C,E01001080,1062,1,39,0.00094162,0.036723164
Croydon 036D,E01001081,957,8,41,0.007532957,0.038606403
Croydon 037A,E01001073,1109,8,33,0.007532957,0.031073446
Croydon 037B,E01001092,1221,8,42,0.007532957,0.039548023
Croydon 037C,E01001093,1233,9,54,0.008474576,0.050847458
Croydon 037D,E01001096,1145,5,37,0.004708098,0.034839925
Croydon 037E,E01001097,1594,16,83,0.015065913,0.078154426
Croydon 037F,E01001098,1063,6,21,0.005649718,0.019774011
Croydon 038A,E01001028,1188,9,21,0.008474576,0.019774011
Croydon 038B,E01001029,1183,8,44,0.007532957,0.041431262
Croydon 038C,E01001030,1020,4,19,0.003766478,0.017890772
Croydon 038D,E01001031,1087,8,32,0.007532957,0.030131827
Croydon 038E,E01001094,1142,3,16,0.002824859,0.015065913
Croydon 039A,E01001103,1127,7,43,0.006591337,0.040489642
Croydon 039B,E01001105,1194,6,38,0.005649718,0.035781544
Croydon 039C,E01001106,1051,7,31,0.006591337,0.029190207
Croydon 039D,E01001121,1030,4,43,0.003766478,0.040489642
Croydon 040A,E01001069,969,9,34,0.008474576,0.032015066
Croydon 040B,E01001070,1164,9,29,0.008474576,0.027306968
Croydon 040C,E01001075,1084,7,36,0.006591337,0.033898305
Croydon 040D,E01001099,1084,10,45,0.009416196,0.042372881
Croydon 041A,E01001015,1036,2,42,0.001883239,0.039548023
Croydon 041B,E01001016,1227,10,35,0.009416196,0.032956685
Croydon 041C,E01001023,957,7,65,0.006591337,0.061205273
Croydon 041D,E01001067,1174,14,30,0.013182674,0.028248588
Croydon 041E,E01001074,1464,12,36,0.011299435,0.033898305
Croydon 042A,E01001068,1379,19,29,0.017890772,0.027306968
Croydon 042B,E01001071,1374,7,47,0.006591337,0.044256121
Croydon 042C,E01001072,1035,4,16,0.003766478,0.015065913
Croydon 042D,E01001104,1224,12,32,0.011299435,0.030131827
Croydon 043A,E01001017,1208,14,29,0.013182674,0.027306968
Croydon 043B,E01001024,1062,4,53,0.003766478,0.049905838
Croydon 043C,E01001025,940,8,30,0.007532957,0.028248588
Croydon 043D,E01001026,1245,6,48,0.005649718,0.04519774
Croydon 043E,E01001027,1140,7,40,0.006591337,0.037664783
Croydon 044A,E01001018,1113,5,40,0.004708098,0.037664783
Croydon 044B,E01001019,1088,5,33,0.004708098,0.031073446
Croydon 044C,E01001020,1159,7,45,0.006591337,0.042372881
Croydon 044D,E01001021,858,6,42,0.005649718,0.039548023
Croydon 044E,E01001022,1001,3,23,0.002824859,0.02165725
Croydon 045A,E01000990,1000,8,30,0.007532957,0.028248588
Croydon 045B,E01001189,879,6,41,0.005649718,0.038606403
Croydon 045C,E01001190,1112,12,54,0.011299435,0.050847458
Croydon 045D,E01001194,1141,22,32,0.020715631,0.030131827
Croydon 045E,E01032569,1180,8,47,0.007532957,0.044256121
Ealing 001A,E01001269,1465,15,63,0.014124294,0.059322034
Ealing 001B,E01001271,1345,16,62,0.015065913,0.058380414
Ealing 001C,E01001309,1366,14,38,0.013182674,0.035781544
Ealing 001D,E01001310,1346,10,31,0.009416196,0.029190207
Ealing 001E,E01001311,1494,9,42,0.008474576,0.039548023
Ealing 002A,E01001307,1400,9,56,0.008474576,0.052730697
Ealing 002B,E01001308,1541,16,41,0.015065913,0.038606403
Ealing 002C,E01001312,1360,14,36,0.013182674,0.033898305
Ealing 002D,E01001313,1295,4,35,0.003766478,0.032956685
Ealing 002E,E01001314,1194,12,38,0.011299435,0.035781544
Ealing 003A,E01001315,1091,5,28,0.004708098,0.026365348
Ealing 003B,E01001316,1105,6,29,0.005649718,0.027306968
Ealing 003C,E01001317,1302,2,46,0.001883239,0.043314501
Ealing 003D,E01001318,1217,7,39,0.006591337,0.036723164
Ealing 003E,E01001320,1021,8,36,0.007532957,0.033898305
Ealing 003F,E01001321,1449,11,35,0.010357815,0.032956685
Ealing 004A,E01001270,1281,11,31,0.010357815,0.029190207
Ealing 004B,E01001319,1071,7,24,0.006591337,0.02259887
Ealing 004C,E01001322,1289,13,37,0.012241055,0.034839925
Ealing 004D,E01001323,1304,9,43,0.008474576,0.040489642
Ealing 005A,E01001341,1283,18,93,0.016949153,0.087570621
Ealing 005B,E01001342,1410,23,87,0.02165725,0.081920904
Ealing 005C,E01001343,1135,21,62,0.019774011,0.058380414
Ealing 005D,E01001345,1225,19,72,0.017890772,0.06779661
Ealing 006A,E01001265,1264,18,35,0.016949153,0.032956685
Ealing 006B,E01001266,1404,11,50,0.010357815,0.047080979
Ealing 006C,E01001267,1388,12,38,0.011299435,0.035781544
Ealing 006D,E01001272,1213,5,43,0.004708098,0.040489642
Ealing 006E,E01001349,1057,8,31,0.007532957,0.029190207
Ealing 007A,E01001344,1639,33,65,0.031073446,0.061205273
Ealing 007B,E01001346,1388,24,52,0.02259887,0.048964218
Ealing 007C,E01001347,1189,22,65,0.020715631,0.061205273
Ealing 007D,E01001348,1207,27,51,0.025423729,0.048022599
Ealing 008A,E01001257,1186,12,32,0.011299435,0.030131827
Ealing 008B,E01001324,1133,9,24,0.008474576,0.02259887
Ealing 008C,E01001326,1169,5,35,0.004708098,0.032956685
Ealing 008D,E01001330,1127,8,18,0.007532957,0.016949153
Ealing 008E,E01001332,1091,14,16,0.013182674,0.015065913
Ealing 009A,E01001325,1225,5,28,0.004708098,0.026365348
Ealing 009B,E01001327,1288,8,26,0.007532957,0.024482109
Ealing 009C,E01001328,1184,6,37,0.005649718,0.034839925
Ealing 009D,E01001329,1208,11,30,0.010357815,0.028248588
Ealing 009E,E01001331,1118,5,25,0.004708098,0.02354049
Ealing 010B,E01001258,1242,21,31,0.019774011,0.029190207
Ealing 010C,E01001262,1107,15,38,0.014124294,0.035781544
Ealing 010D,E01001263,1219,2,28,0.001883239,0.026365348
Ealing 010E,E01001264,1131,19,38,0.017890772,0.035781544
Ealing 010F,E01032743,1473,11,28,0.010357815,0.026365348
Ealing 010G,E01032744,1013,5,37,0.004708098,0.034839925
Ealing 011A,E01001276,1372,17,108,0.016007533,0.101694915
Ealing 011B,E01001277,1438,26,93,0.024482109,0.087570621
Ealing 011C,E01001278,1461,18,70,0.016949153,0.065913371
Ealing 011D,E01001280,1315,20,51,0.018832392,0.048022599
Ealing 012A,E01001218,1350,14,30,0.013182674,0.028248588
Ealing 012B,E01001260,1406,17,58,0.016007533,0.054613936
Ealing 012C,E01001261,1667,20,91,0.018832392,0.085687382
Ealing 012D,E01001268,1220,21,47,0.019774011,0.044256121
Ealing 013A,E01001209,1235,45,65,0.042372881,0.061205273
Ealing 013B,E01001211,1270,26,73,0.024482109,0.06873823
Ealing 013C,E01001279,1092,20,48,0.018832392,0.04519774
Ealing 013D,E01001281,1091,27,47,0.025423729,0.044256121
Ealing 014A,E01001217,1147,4,34,0.003766478,0.032015066
Ealing 014B,E01001259,1094,10,59,0.009416196,0.055555556
Ealing 014C,E01001291,1210,6,35,0.005649718,0.032956685
Ealing 014D,E01001292,1289,9,33,0.008474576,0.031073446
Ealing 014E,E01001293,1191,8,31,0.007532957,0.029190207
Ealing 015A,E01001196,1276,29,85,0.027306968,0.080037665
